chunk_id,page_start,page_end,type,font_size,text,bbox,hyperlink_target,items
ch0161,19,19,ordered_list_block,12.0,"3. Медиа группа — изображения и видео, которые могут быть добавлены к сообщению группой.","(74.66400146484375, 657.5499877929688, 83.90400695800781, 671.469970703125)",,"['3. Медиа группа — изображения и видео, которые могут быть добавлены к сообщению группой.']"
ch0162,19,19,paragraph,12.0,"В отличии от предыдущего пункта, медиа группа позволяет отправлять клиенту заранее не определенное количество изображений и видео. Это удобно, например, для информирования клиентов о результате проведенных работ, когда одному","(74.66400146484375, 698.3800048828125, 569.89990234375, 712.2999877929688)",,
ch0163,20,20,paragraph,12.0,"20 клиенту нужно отправить 10 фотографий, а другому 15. С помощью медиа групп это можно сделать одной рассылкой","(304.9200134277344, 810.47998046875, 321.8399963378906, 824.3999633789062)",,
ch0164,20,20,caption,6.96,2,"(264.3399963378906, 60.5767822265625, 267.9939880371094, 68.65038299560547)",,
ch0165,20,20,paragraph,12.0,.,"(267.94000244140625, 60.019996643066406, 273.5799865722656, 73.93999481201172)",,
ch0166,20,20,paragraph,12.0,"Второе отличие от одиночных медиа состоит в том, что с медиа группа отправляются клиенту одним сообщением","(74.66400146484375, 83.29996490478516, 570.0220336914062, 97.21996307373047)",,
ch0167,20,20,caption,6.96,3,"(239.13999938964844, 101.37677001953125, 242.82879638671875, 109.45037078857422)",,
ch0168,20,20,paragraph,12.0,", тогда как одиночные медиа отправляются каждое в отдельном сообщении.","(242.74000549316406, 100.81998443603516, 570.0219116210938, 114.73998260498047)",,
ch0169,20,20,paragraph,12.0,"В группах могут отправляться только изображения и видео, документы и аудио отправляться не могут.","(74.66400146484375, 141.65000915527344, 569.94189453125, 155.57000732421875)",,
ch0170,20,20,reference,12.0,Для добавления группы необходимо в блоке действий нажать на кнопку и в раскрывшемся меню выбрать пункт «Добавить медиа группу» (см. Рисунок 23).,"(74.66400146484375, 182.4499969482422, 522.3099975585938, 196.3699951171875)",19,
ch0171,20,20,reference,11.04,Рисунок 23 — Добавление медиа группы,"(206.7100067138672, 394.6031799316406, 419.80999755859375, 407.4095764160156)",,
ch0172,20,20,reference,12.0,"В открывшемся окне можно добавлять и редактировать ссылки на файлы, которые будут отправляться вместе с указанным сообщением (Рисунок 24).","(78.02400207519531, 417.47998046875, 569.998046875, 431.3999938964844)",19,
ch0173,20,20,reference,11.04,Рисунок 24 — Редактор медиа групп,"(227.6199951171875, 715.3432006835938, 420.2900085449219, 728.1495971679688)",,
ch0174,20,20,caption,6.0,2,"(56.66400146484375, 753.095947265625, 59.814002990722656, 760.0559692382812)",,
ch0175,20,20,reference,10.08,"Для реализации этого сценария необходимо использовать макросы, см. в","(59.784000396728516, 752.9663696289062, 441.16998291015625, 764.6591796875)",99,
ch0176,20,20,caption,10.08,разделе «Использование макросов»,"(443.69000244140625, 752.9663696289062, 569.447998046875, 764.6591796875)",99,
ch0177,20,20,caption,6.0,3,"(56.66400146484375, 776.3999633789062, 59.84400177001953, 783.3599853515625)",,
ch0178,20,20,paragraph,10.08,"Возможности просмотра одиночных и групп медиа («карусель», предпросмотр в виде плиток и т.д.) зависят от мессенджера.","(59.784000396728516, 776.246337890625, 569.0602416992188, 787.9391479492188)",,
