id,label,chunk_id,page_start,page_end,type,font_size,text,bbox,hyperlink_target,items_raw,level,order,figure_id,figure_number,page,caption_text,file,saved_ext,width_px,height_px,value
chunk_ch0124,Chunk,ch0124,17.0,17.0,reference,12.0,Событие Start происходит при запуске рассылки. После возникновения события Start сразу или через заданное время выполняются связанные с ним блоки действий (см. далее).,"(56.66400146484375, 337.0599670410156, 570.0999755859375, 350.97998046875)",,,,,,,,,,,,,
chunk_ch0125,Chunk,ch0125,17.0,17.0,paragraph,18.0,Блоки действий,"(56.66400146484375, 401.2019958496094, 196.156005859375, 423.6659851074219)",,,,,,,,,,,,,
chunk_ch0126,Chunk,ch0126,17.0,17.0,paragraph,12.0,Блок может содержать одно или несколько действий следующих типов:,"(56.66400146484375, 435.2599792480469, 468.30999755859375, 449.17999267578125)",,,,,,,,,,,,,
chunk_ch0127,Chunk,ch0127,17.0,17.0,ordered_list_block,12.0,"1. Отправка сообщения;
2. Отправка сообщения, содержащего конфиденциальные данные для клиента;
3. Перевод в канал;
4. Отмена отправки запланированных сообщений этой рассылки;
5. Отмена действия кнопок рассылки;
6. Вызов внешней системы;
7. Генерация события;
8. Генерация интента.","(56.66400146484375, 458.77996826171875, 63.50400161743164, 472.6999816894531)",,"['1. Отправка сообщения;', '2. Отправка сообщения, содержащего конфиденциальные данные для клиента;', '3. Перевод в канал;', '4. Отмена отправки запланированных сообщений этой рассылки;', '5. Отмена действия кнопок рассылки;', '6. Вызов внешней системы;', '7. Генерация события;', '8. Генерация интента.']",,,,,,,,,,,
chunk_ch0135,Chunk,ch0135,17.0,17.0,paragraph,12.0,Отправка сообщения,"(56.66400146484375, 652.0299682617188, 183.7899932861328, 665.949951171875)",,,,,,,,,,,,,
chunk_ch0136,Chunk,ch0136,17.0,17.0,paragraph,12.0,Сообщения могут содержать следующие элементы:,"(56.66400146484375, 675.3400268554688, 355.70001220703125, 689.260009765625)",,,,,,,,,,,,,
chunk_ch0137,Chunk,ch0137,17.0,17.0,ordered_list_block,12.0,"1. Текст сообщения — текст, который будет отправлен клиенту в мессенджер. Для ввода текста используется поле стандартного блока действий (см. Рисунок 20);","(74.66400146484375, 698.8599853515625, 81.5040054321289, 712.7799682617188)",,"['1. Текст сообщения — текст, который будет отправлен клиенту в мессенджер. Для ввода текста используется поле стандартного блока действий (см. Рисунок 20);']",,,,,,,,,,,
chunk_ch0138,Chunk,ch0138,18.0,18.0,paragraph,12.0,18,"(306.6000061035156, 810.47998046875, 320.1600036621094, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch0139,Chunk,ch0139,18.0,18.0,reference,11.04,Рисунок 20 — Ввод текстового сообщения для отправки,"(165.6699981689453, 180.45318603515625, 460.8500061035156, 193.25958251953125)",,,,,,,,,,,,,
chunk_ch0140,Chunk,ch0140,18.0,18.0,reference,12.0,"При нажатии на id сообщения (на представленном рисунке это «916») будет открыто окно редактирования, которое удобно использовать для ввода больших текстов рассылок.","(74.42400360107422, 203.34996032714844, 569.6378784179688, 217.26995849609375)",,,,,,,,,,,,,
chunk_ch0141,Chunk,ch0141,18.0,18.0,ordered_list_block,12.0,"2. Медиа-контент — изображения, видео, аудио и документы, которые могут быть добавлены к сообщению. Поддерживаются наиболее распространенные форматы (см. таблицу 1).","(74.66400146484375, 261.6699523925781, 83.66400146484375, 275.5899658203125)",,"['2. Медиа-контент — изображения, видео, аудио и документы, которые могут быть добавлены к сообщению. Поддерживаются наиболее распространенные форматы (см. таблицу 1).']",,,,,,,,,,,
chunk_ch0142,Chunk,ch0142,18.0,18.0,reference,11.04,Таблица 1 — Рекомендуемые форматы файлов и их поддержка в мессенджерах,"(56.66400146484375, 319.70318603515625, 474.5500183105469, 332.50958251953125)",,,,,,,,,,,,,
chunk_ch0143,Chunk,ch0143,18.0,18.0,paragraph,12.0,Тип Форматы Возможность загрузки файлов,"(62.42399978637695, 349.3199768066406, 85.34400177001953, 363.239990234375)",,,,,,,,,,,,,
chunk_ch0144,Chunk,ch0144,18.0,18.0,paragraph,12.0,Viber ВКонтакте Telegram Facebook* Instagram,"(218.25999450683594, 359.6399841308594, 249.5800018310547, 373.55999755859375)",,,,,,,,,,,,,
chunk_ch0145,Chunk,ch0145,18.0,18.0,caption,6.96,1,"(558.219970703125, 360.19677734375, 560.5863647460938, 368.2703857421875)",,,,,,,,,,,,,
chunk_ch0146,Chunk,ch0146,18.0,18.0,list_block,12.0,* Изображение JPG JPEG PNG Да Да Да Да Да,"(560.8599853515625, 359.6399841308594, 568.4199829101562, 373.55999755859375)",,['* Изображение JPG JPEG PNG Да Да Да Да Да'],,,,,,,,,,,
chunk_ch0147,Chunk,ch0147,18.0,18.0,paragraph,12.0,Видео MP4 Да Нет Да Да Да,"(62.42399978637695, 438.3799743652344, 100.96800231933594, 452.29998779296875)",,,,,,,,,,,,,
chunk_ch0148,Chunk,ch0148,18.0,18.0,paragraph,12.0,Аудио MP3 Да Нет Да Да Да,"(62.42399978637695, 466.6999816894531, 100.24800109863281, 480.6199951171875)",,,,,,,,,,,,,
chunk_ch0149,Chunk,ch0149,18.0,18.0,paragraph,12.0,Документ PDF DOC(X) XLS(X) TXT Да Да Да Да Да,"(62.42399978637695, 516.4099731445312, 119.69000244140625, 530.3299560546875)",,,,,,,,,,,,,
chunk_ch0150,Chunk,ch0150,18.0,18.0,paragraph,12.0,Важно!,"(74.42400360107422, 569.2100219726562, 117.52999877929688, 583.1300048828125)",,,,,,,,,,,,,
chunk_ch0151,Chunk,ch0151,18.0,18.0,reference,12.0,"Список рекомендованных форматов, указанный в таблице 1, не является исчерпывающим. У каждого мессенджера есть свой список, который со временем может изменяться. Кроме того, необходимо учитывать, что мессенджеры имеют свои особенности отображения медиа-контента (например, Viber в некоторых случаях не позволяет просматривать изображения в мессенджере).","(74.42400360107422, 592.510009765625, 119.6400146484375, 606.4299926757812)",17,,,,,,,,,,,,
chunk_ch0152,Chunk,ch0152,18.0,18.0,caption,6.0,1,"(56.66400146484375, 753.095947265625, 58.704002380371094, 760.0559692382812)",,,,,,,,,,,,,
chunk_ch0153,Chunk,ch0153,18.0,18.0,paragraph,10.08,"Отправка возможна для всех видов контента. При этом, для всех видов контента, кроме изображений, отправляется только ссылка на него. Соответственно, клиент не сможет просматривать аудио, видео или документ прямо в мессенджере (для этого нужно будет воспользоваться браузером или другим приложением.","(58.82400131225586, 752.9663696289062, 568.982421875, 764.6591796875)",,,,,,,,,,,,,
chunk_ch0154,Chunk,ch0154,19.0,19.0,reference,12.0,"19 В таблице приведены наиболее универсальные форматы, подходящие для отправки клиенту в большинство мессенджеров. Перед запуском рассылки для клиентов необходимо предварительно тестировать рассылки на всех мессенджерах.","(306.6000061035156, 810.47998046875, 319.9200134277344, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch0155,Chunk,ch0155,19.0,19.0,paragraph,12.0,"Дополнительно нужно учитывать, что для некоторых мессенджеров важно, чтобы истинный формат файла соответствовал его расширению (т. е. чтобы изображение image.png действительно имело содержимое, предусмотренное форматом PNG, а не, например, данные в формате JPEG).","(74.42400360107422, 104.6600112915039, 569.5320434570312, 118.58000946044922)",,,,,,,,,,,,,
chunk_ch0156,Chunk,ch0156,19.0,19.0,reference,12.0,Для добавления медиа-контента необходимо в блоке действий нажать на кнопку и в раскрывшемся меню выбрать пункт «Добавить медиа» (см. Рисунок 21).,"(74.42400360107422, 180.77000427246094, 541.9058837890625, 194.69000244140625)",18,,,,,,,,,,,,
chunk_ch0157,Chunk,ch0157,19.0,19.0,reference,11.04,Рисунок 21 — Переход к добавлению медиа-контента,"(171.42999267578125, 419.56317138671875, 454.8500061035156, 432.36956787109375)",,,,,,,,,,,,,
chunk_ch0158,Chunk,ch0158,19.0,19.0,paragraph,12.0,"Затем нужно задать тип медиа-контента и ввести ссылку (URL) на него, либо загрузить","(74.42400360107422, 442.4599609375, 569.9420166015625, 456.3799743652344)",,,,,,,,,,,,,
